Property Name,Rent Prices,Room size,Floor,Date
The Room Sukhumvit 69,26000,35.1,21-30,2023-09-24 12:01:00
CELES Asoke,35000,34.4,21-30,2023-09-24 12:01:00
UNiO Sukhumvit 72 Phase 2,8000,23,1-10,2023-09-24 12:01:00
Vtara Sukhumvit 36,20500,36,1-10,2023-09-24 12:01:00
Centric Scene Ratchavipha,12000,42,11-20,2023-09-24 12:01:00
Siri at Sukhumvit,45000,70,21-30,2023-09-24 12:01:00
Via Botani,37000,47,1-10,2023-09-24 12:01:00
Knightsbridge Prime Onnut,20000,27.1,21-30,2023-09-24 12:01:00
Wish @ Siam,15000,30,1-10,2023-09-24 12:01:00
Edge Sukhumvit 23,29000,42.5,21-30,2023-09-24 12:01:00
PARK ORIGIN PHAYATHAI,30000,35,1-10,2023-09-24 12:01:00
The Room Sukhumvit 69,23000,34.3,11-20,2023-09-24 12:01:00
The Bangkok Sathorn - Taksin,40000,64,1-10,2023-09-24 12:01:00
Silom Grand Terrace,55000,92,11-20,2023-09-24 12:01:00
Supalai Premier Ratchathewi,24000,62,11-20,2023-09-24 12:01:00
The Clover Thonglor,23000,45,1-10,2023-09-24 12:01:00
Villa Rachatewi,30000,55,21-30,2023-09-24 12:01:00
The Series Udomsuk,20000,50,1-10,2023-09-24 12:01:00
Chapter Thonglor 25,25000,42.1,1-10,2023-09-24 12:01:00
Noble Ploenchit,55000,58,11-20,2023-09-24 12:01:00
M Silom,60000,61.2,21-30,2023-09-24 12:01:00
Walden Asoke,32000,38,1-10,2023-09-24 12:01:00
Wish Signature  Midtown Siam,25000,35,11-20,2023-09-24 12:01:00
The Diplomat Sathorn,45000,48,1-10,2023-09-24 12:01:00
Quintara Phume Sukhumvit 39,20000,35,1-10,2023-09-24 12:01:00
Supalai Park Srinakarin,8000,35,11-20,2023-09-24 12:01:00
Rhythm Sukhumvit 42,55000,78,1-10,2023-09-24 12:01:00
Via Botani,34000,45,1-10,2023-09-24 12:01:00
THE ESSE Sukhumvit 36,50000,38.5,11-20,2023-09-24 12:01:00
Siri Residence,60000,75,11-20,2023-09-24 12:01:00
The Reserve Kasemsan 3,25000,39,1-10,2023-09-24 12:01:00
Life @ Sathorn 10,22000,40,1-10,2023-09-24 12:01:00
Ashton Asoke,31000,34,11-20,2023-09-24 12:01:00
Siri at Sukhumvit,35000,50,21-30,2023-09-24 12:01:00
Rhythm Sukhumvit 42,38000,45,11-20,2023-09-24 12:01:00
The Waterford Park Sukhumvit 53,25000,110,1-10,2023-09-24 12:01:00
The Address Sukhumvit 61,36000,57,1-10,2023-09-24 12:01:00
Quattro by Sansiri,45000,53,21-30,2023-09-24 12:01:00
Silom Grand Terrace,60000,110,11-20,2023-09-24 12:01:00
Park 24,27000,33,1-10,2023-09-24 12:01:00
THE ESSE Sukhumvit 36,40000,38.5,21-30,2023-09-24 12:01:00
Inter Lux Premier Sukhumvit 13,50000,75,1-10,2023-09-24 12:01:00
Sathorn House,24000,54,31-40,2023-09-24 12:01:00
Rhythm Sukhumvit 50,22000,35,11-20,2023-09-24 12:01:00
Regent Home Sukhumvit 81,45000,120,1-10,2023-09-24 12:01:00
The Reserve Phahol - Pradipat,27000,28.2,11-20,2023-09-24 12:01:00
The Lumpini 24,40000,56,11-20,2023-09-24 12:01:00
The Address Sukhumvit 28,40000,45,11-20,2023-09-24 12:01:00
The Emporio Place,42000,65,21-30,2023-09-24 12:01:00
Very Sukhumvit 72,12000,36,1-10,2023-09-24 12:01:00
Watermark Chaophraya,50000,106,31-40,2023-09-24 12:01:00
The XXXIX by Sansiri,59000,55,11-20,2023-09-24 12:01:00
Q Chidlom - Phetchaburi,32000,47,11-20,2023-09-24 12:01:00
HQ Thonglor,40000,43.5,11-20,2023-09-24 12:01:00
The Ace Ekamai,17000,42,1-10,2023-09-24 12:01:00
NOBLE STATE 39,25000,35,11-20,2023-09-24 12:01:00
Noble Ploenchit,38000,50,31-40,2023-09-24 12:01:00
Maestro 39 Sukhumvit 39,25000,35,1-10,2023-09-24 12:01:00
Rhythm Sukhumvit 50,25000,46,11-20,2023-09-24 12:01:00
Knightsbridge Prime Sathorn,44000,58,31-40,2023-09-24 12:01:00
Supalai Oriental Sukhumvit 39,40000,66,11-20,2023-09-24 12:01:00
The Tree Sukhumvit 64,35000,90,1-10,2023-09-24 12:01:00
Rhythm Ekkamai,20000,30.1,11-20,2023-09-24 12:01:00
S&S Sukhumvit,25000,68,11-20,2023-09-24 12:01:00
The Waterford Park Sukhumvit 53,48000,156.8,11-20,2023-09-24 12:01:00
Noble BE 33,34000,41,11-20,2023-09-24 12:01:00
Siri at Sukhumvit,36000,52,21-30,2023-09-24 12:01:00
H Sukhumvit 43,30000,40,1-10,2023-09-24 12:01:00
Via 49,26900,46,1-10,2023-09-24 12:01:00
Bangkok Feliz Sukhumvit 69,22000,43.8,1-10,2023-09-24 12:01:00
59 Heritage,40000,80,1-10,2023-09-24 12:01:00
The Private Residence Rajdamri,45000,70,1-10,2023-09-24 12:01:00
Beatniq Sukhumvit 32,60000,55,11-20,2023-09-24 12:01:00
Nye by Sansiri,37000,68.7,21-30,2023-09-24 12:01:00
IDEO Wutthakat,10000,30,21-30,2023-09-24 12:01:00
Rhythm Sukhumvit 50,40000,70,1-10,2023-09-24 12:01:00
Downtown Forty Nine,39000,69,1-10,2023-09-24 12:01:00
The Lumpini 24,29000,38.4,21-30,2023-09-24 12:01:00
The Royal Place 1,30000,84,11-20,2023-09-24 12:01:00
The Lofts Ekkamai,34000,45,11-20,2023-09-24 12:01:00
Aree Place Sukhumvit 26,22000,60,1-10,2023-09-24 12:01:00
Vtara Sukhumvit 36,23000,47,1-10,2023-09-24 12:01:00
MODE Sukhumvit 61,42000,55,1-10,2023-09-24 12:01:00
The ESSE Asoke,36000,45,21-30,2023-09-24 12:01:00
Equinox,30000,63,31-40,2023-09-24 12:01:00
THE LINE Phahon - Pradipat,21000,34,31-40,2023-09-24 12:01:00
The Waterford Diamond,35000,70,31-40,2023-09-24 12:01:00
Q Chidlom - Phetchaburi,23000,35,11-20,2023-09-24 12:01:00
The Diplomat Sathorn,45000,70,11-20,2023-09-24 12:01:00
Belle Grand Rama 9,33000,68,21-30,2023-09-24 12:01:00
Condo One Siam,22000,60.4,1-10,2023-09-24 12:01:00
MODIZ Sukhumvit 50,26000,42.3,11-20,2023-09-24 12:01:00
Belle Grand Rama 9,25000,42,11-20,2023-09-24 12:01:00
Life One Wireless,24000,38,1-10,2023-09-24 12:01:00
Lumpini Ville Sukhumvit 77,11000,35,11-20,2023-09-24 12:01:00
Aspire Sukhumvit 48,27000,58,11-20,2023-09-24 12:01:00
Mazarine Ratchayothin,27000,33,11-20,2023-09-24 12:01:00
Walden Asoke,35000,40,1-10,2023-09-24 12:01:00
The Clover Thonglor,35000,65.5,1-10,2023-09-24 12:01:00
Klass Langsuan,35000,48,1-10,2023-09-24 12:01:00
The Waterford Park Sukhumvit 53,50000,156.8,11-20,2023-09-24 12:01:00
The Waterford Park Sukhumvit 53,25000,59.7,11-20,2023-09-24 12:01:00
Siri at Sukhumvit,50000,68,1-10,2023-09-24 12:01:00
Noble Remix,40000,62.4,21-30,2023-09-24 12:01:00
HQ Thonglor,43000,45,11-20,2023-09-24 12:01:00
The Bangkok Narathiwas,25000,75,1-10,2023-09-24 12:01:00
LAVIQ Sukhumvit 57,50000,46,11-20,2023-09-24 12:01:00
Liv@49,45000,53.5,1-10,2023-09-24 12:01:00
Life @ Sukhumvit 65,35000,60,21-30,2023-09-24 12:01:00
The Room Sathorn - Taksin,30000,81,1-10,2023-09-24 12:01:00
The Teak Sukhumvit 39,28000,31,1-10,2023-09-24 12:01:00
Thru Thonglor,25000,62,31-40,2023-09-24 12:01:00
The Clover Thonglor,17000,36,1-10,2023-09-24 12:01:00
IDEO Q Sukhumvit 36,35000,45,11-20,2023-09-24 12:01:00
The Lumpini 24,45000,35,31-40,2023-09-24 12:01:00
Menam Residences,28000,45,21-30,2023-09-24 12:01:00
The Lumpini 24,25000,32,11-20,2023-09-24 12:01:00
Centric Ratchayothin,28000,40,11-20,2023-09-24 12:01:00
Liv@49,32000,47,1-10,2023-09-24 12:01:00
Nye by Sansiri,33000,68.2,21-30,2023-09-24 12:01:00
The Lumpini 24,35000,38.4,21-30,2023-09-24 12:01:00
Noble Ploenchit,40000,42.6,11-20,2023-09-24 12:01:00
The Signature by URBANO,27000,49,1-10,2023-09-24 12:01:00
Via 49,25000,35,1-10,2023-09-24 12:01:00
Noble Remix,24000,40,11-20,2023-09-24 12:01:00
Noble Remix,36000,63,1-10,2023-09-24 12:01:00
The Diplomat 39,55000,54,11-20,2023-09-24 12:01:00
THE LINE Phahon - Pradipat,26000,42,11-20,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,28000,32.8,21-30,2023-09-24 12:01:00
Quattro by Sansiri,44000,55.4,11-20,2023-09-24 12:01:00
The Rajdamri,45000,58,21-30,2023-09-24 12:01:00
Urbano Absolute Sathon - Taksin,35000,75,11-20,2023-09-24 12:01:00
OKA HAUS Sukhumvit 36,58000,70,21-30,2023-09-24 12:01:00
Rhythm Sathorn,45000,60,31-40,2023-09-24 12:01:00
Noble Reveal,28000,47.2,11-20,2023-09-24 12:01:00
Tree Condo LUXE Sukhumvit 52,20000,50,1-10,2023-09-24 12:01:00
Siri at Sukhumvit,28000,52,11-20,2023-09-24 12:01:00
THE ESSE Sukhumvit 36,40000,38,11-20,2023-09-24 12:01:00
Quinn Sukhumvit 101,23000,34.6,21-30,2023-09-24 12:01:00
Noble Ploenchit,40000,45,11-20,2023-09-24 12:01:00
Residence 52,43000,87,1-10,2023-09-24 12:01:00
The Address Sukhumvit 28,50000,66,21-30,2023-09-24 12:01:00
Noble Revo Silom,28000,55,21-30,2023-09-24 12:01:00
IDEO O2,22000,47,11-20,2023-09-24 12:01:00
The Room Sukhumvit 62,20000,45,11-20,2023-09-24 12:01:00
Rhythm Ekkamai,23000,30,1-10,2023-09-24 12:01:00
The Address Sukhumvit 42,20000,52,1-10,2023-09-24 12:01:00
Siri at Sukhumvit,55000,69,21-30,2023-09-24 12:01:00
Blossom Condo @ Sathorn - Charoenrat,25000,45,1-10,2023-09-24 12:01:00
Blocs 77,22000,41,21-30,2023-09-24 12:01:00
Noble Ploenchit,58000,61,11-20,2023-09-24 12:01:00
Ivy Thonglor,30000,42.5,1-10,2023-09-24 12:01:00
15 Sukhumvit Residences,20000,23,1-10,2023-09-24 12:01:00
Condolette Dwell Sukhumvit 26,20000,32,1-10,2023-09-24 12:01:00
Wish Signature  Midtown Siam,27500,35,11-20,2023-09-24 12:01:00
The Key Rama 3,16000,30,21-30,2023-09-24 12:01:00
Life @ Sukhumvit 65,28000,56,1-10,2023-09-24 12:01:00
The Diplomat 39,56000,54,1-10,2023-09-24 12:01:00
IDEO Mobi Sukhumvit Eastpoint,22000,38,21-30,2023-09-24 12:01:00
The Waterford Diamond,23000,52,31-40,2023-09-24 12:01:00
Life One Wireless,27000,36,31-40,2023-09-24 12:01:00
Rhythm Sukhumvit 44/1,25000,45,21-30,2023-09-24 12:01:00
NICHE MONO CHAROEN NAKORN,25000,50,21-30,2023-09-24 12:01:00
168 Sukhumvit 36,25000,35,1-10,2023-09-24 12:01:00
Centric Place Ari 4 - Phaholyothin,30000,77,1-10,2023-09-24 12:01:00
IDEO Q Sukhumvit 36,47000,48,11-20,2023-09-24 12:01:00
The Crest Ruamrudee,24000,45,1-10,2023-09-24 12:01:00
The Lumpini 24,35000,29,1-10,2023-09-24 12:01:00
Saranjai Mansion,24000,62,11-20,2023-09-24 12:01:00
Wind Sukhumvit 23,22000,54,1-10,2023-09-24 12:01:00
Noble Reform,29000,53,11-20,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,27000,33,1-10,2023-09-24 12:01:00
Onyx Phaholyothin,25000,29.5,21-30,2023-09-24 12:01:00
Life One Wireless,25000,35,31-40,2023-09-24 12:01:00
IDEO Mobi Sukhumvit 66,60000,84.5,21-30,2023-09-24 12:01:00
Cooper Siam,35000,40.3,1-10,2023-09-24 12:01:00
Beverly 33,20000,40,1-10,2023-09-24 12:01:00
B Republic,17000,40,1-10,2023-09-24 12:01:00
Vtara Sukhumvit 36,45000,58,1-10,2023-09-24 12:01:00
The Lumpini 24,35000,55,1-10,2023-09-24 12:01:00
Centric Ratchayothin,23000,35,11-20,2023-09-24 12:01:00
Quattro by Sansiri,40000,53,11-20,2023-09-24 12:01:00
The Nest Ploenchit,24000,44,1-10,2023-09-24 12:01:00
D 25 Thonglor,25000,47,1-10,2023-09-24 12:01:00
Rhythm Sukhumvit 44/1,50000,68,21-30,2023-09-24 12:01:00
Edge Sukhumvit 23,27000,42.5,21-30,2023-09-24 12:01:00
XT EKKAMAI,40000,53.6,1-10,2023-09-24 12:01:00
Aspire Sukhumvit 48,14000,28,11-20,2023-09-24 12:01:00
Beatniq Sukhumvit 32,60000,57,1-10,2023-09-24 12:01:00
Chapter Charoennakhon - Riverside,52000,49,31-40,2023-09-24 12:01:00
Sathorn Plus By The Garden,22000,54,1-10,2023-09-24 12:01:00
The Waterford Sukhumvit 50,25000,81,1-10,2023-09-24 12:01:00
The Parkland Srinakarin Lakeside,8500,36,11-20,2023-09-24 12:01:00
XT PHAYATHAI,23500,42,21-30,2023-09-24 12:01:00
SOCIO Reference 61,20000,42.6,1-10,2023-09-24 12:01:00
Siri at Sukhumvit,32000,53,11-20,2023-09-24 12:01:00
Knightsbridge Prime Sathorn,30000,44,21-30,2023-09-24 12:01:00
LAVIQ Sukhumvit 57,49000,42.5,21-30,2023-09-24 12:01:00
The Aree Condominium,25000,53,1-10,2023-09-24 12:01:00
Lumpini Ville Ramkhamhaeng 60/2,7500,23,1-10,2023-09-24 12:01:00
The Room Sathorn - TanonPun,34000,50,21-30,2023-09-24 12:01:00
Life Sukhumvit 48,18000,30,21-30,2023-09-24 12:01:00
Quattro by Sansiri,49000,55,21-30,2023-09-24 12:01:00
Villa Sikhara,50000,98.6,1-10,2023-09-24 12:01:00
Aspen Lasalle,8000,24,1-10,2023-09-24 12:01:00
The Address Sathorn,30000,46.5,11-20,2023-09-24 12:01:00
Klass Silom,22000,32.4,1-10,2023-09-24 12:01:00
Residence 52,50000,99,1-10,2023-09-24 12:01:00
Q Chidlom - Phetchaburi,29000,45,21-30,2023-09-24 12:01:00
XT PHAYATHAI,23000,42,21-30,2023-09-24 12:01:00
Thonglor Tower,15000,55,11-20,2023-09-24 12:01:00
LAVIQ Sukhumvit 57,50000,43,21-30,2023-09-24 12:01:00
Sky Walk Residence,32000,51,11-20,2023-09-24 12:01:00
Sukhumvit Suite,16000,39,11-20,2023-09-24 12:01:00
Siri at Sukhumvit,52000,74,11-20,2023-09-24 12:01:00
Edge Sukhumvit 23,22000,30,1-10,2023-09-24 12:01:00
IDEO Chula - Samyan,28000,35,21-30,2023-09-24 12:01:00
Le Luk,28000,47,21-30,2023-09-24 12:01:00
Supalai Veranda Rama 9,24000,64.6,21-30,2023-09-24 12:01:00
The Waterford Diamond,38000,82.9,21-30,2023-09-24 12:01:00
The Waterford Diamond,39000,87,41-50,2023-09-24 12:01:00
The Crest Sukhumvit 34,45000,54,11-20,2023-09-24 12:01:00
Vtara Sukhumvit 36,24000,47,1-10,2023-09-24 12:01:00
The Lumpini 24,30000,38,11-20,2023-09-24 12:01:00
MODE Sukhumvit 61,25000,41,1-10,2023-09-24 12:01:00
Vtara Sukhumvit 36,32000,65,1-10,2023-09-24 12:01:00
Supalai Park Ratchaphruek - Phetkasem,11000,46.5,1-10,2023-09-24 12:01:00
Keyne,38000,47.6,11-20,2023-09-24 12:01:00
Metro Park Sathorn,12000,56.6,1-10,2023-09-24 12:01:00
HQ Thonglor,45000,44,21-30,2023-09-24 12:01:00
The ESSE Asoke,45000,47,11-20,2023-09-24 12:01:00
U Delight @ Onnut Station,25000,47.4,1-10,2023-09-24 12:01:00
Conner Ratchathewi,38000,34.9,21-30,2023-09-24 12:01:00
Chapter Charoennakhon - Riverside,18000,26,11-20,2023-09-24 12:01:00
IDEO Chula - Samyan,27000,35,1-10,2023-09-24 12:01:00
XT PHAYATHAI,38000,50,1-10,2023-09-24 12:01:00
IDEO Q Chula - Samyan,25000,34,11-20,2023-09-24 12:01:00
The Emporio Place,50000,72,21-30,2023-09-24 12:01:00
Aspire Sukhumvit 48,14000,38,11-20,2023-09-24 12:01:00
IDEO Mix Sukhumvit 103,15000,36.5,1-10,2023-09-24 12:01:00
The Room Sukhumvit 62,20000,45,11-20,2023-09-24 12:01:00
Q Chidlom - Phetchaburi,40000,63.5,21-30,2023-09-24 12:01:00
The Capital Ekamai - Thonglor,33000,59,11-20,2023-09-24 12:01:00
Aspire Rama 4,13000,29,1-10,2023-09-24 12:01:00
UNiO Sukhumvit 72,7500,22.7,1-10,2023-09-24 12:01:00
Knightsbridge Prime Onnut,22000,34,21-30,2023-09-24 12:01:00
28 Chidlom,49000,46,1-10,2023-09-24 12:01:00
Life One Wireless,32000,45,11-20,2023-09-24 12:01:00
Wish Signature  Midtown Siam,20000,27,11-20,2023-09-24 12:01:00
Noble Lite,30000,73,1-10,2023-09-24 12:01:00
The President Sukhumvit,24000,52,1-10,2023-09-24 12:01:00
Saladaeng One,60000,57,1-10,2023-09-24 12:01:00
Diamond Sukhumvit,25000,52,31-40,2023-09-24 12:01:00
Rhythm Sukhumvit 36 - 38,42000,54,11-20,2023-09-24 12:01:00
Le Luk,28000,52,11-20,2023-09-24 12:01:00
Baan Klang Krung Siam - Pathumwan,46000,84.5,11-20,2023-09-24 12:01:00
The Room Sathorn - TanonPun,45000,78,11-20,2023-09-24 12:01:00
IDEO Mobi Charan - Interchange,10000,22,21-30,2023-09-24 12:01:00
Siri at Sukhumvit,30000,52,1-10,2023-09-24 12:01:00
J Condo Sathorn-Kanlapaphruek,13000,43,1-10,2023-09-24 12:01:00
The Lofts Ekkamai,35000,44.9,11-20,2023-09-24 12:01:00
Life Asoke - Rama 9,16000,26,41-50,2023-09-24 12:01:00
Supalai Premier Charoen Nakhon,25000,48,21-30,2023-09-24 12:01:00
IDEO New Rama 9,15000,31,11-20,2023-09-24 12:01:00
Supalai Place Sukhumvit 39,42000,122,1-10,2023-09-24 12:01:00
IDEO Mobi Sukhumvit Eastpoint,12000,26,21-30,2023-09-24 12:01:00
U Delight @ Jatujak Station,11000,33,21-30,2023-09-24 12:01:00
The Room Sukhumvit 64,15000,42,1-10,2023-09-24 12:01:00
PARK ORIGIN PHAYATHAI,28000,29,1-10,2023-09-24 12:01:00
Saladaeng One,60000,57,1-10,2023-09-24 12:01:00
The Address Sukhumvit 28,35000,45,11-20,2023-09-24 12:01:00
Supalai Premier Charoen Nakhon,48000,85.5,11-20,2023-09-24 12:01:00
THE LINE Jatujak - Mochit,42000,56,31-40,2023-09-24 12:01:00
Chapter One Eco Ratchada - Huai Khwang,13000,29,1-10,2023-09-24 12:01:00
Ivy Thonglor,65000,85,11-20,2023-09-24 12:01:00
Noble Remix,40000,54,11-20,2023-09-24 12:01:00
Rhythm Sathorn,42000,66,21-30,2023-09-24 12:01:00
Le Luk,25000,52,21-30,2023-09-24 12:01:00
The Base Park West Sukhumvit 77,12000,26,1-10,2023-09-24 12:01:00
THE LINE Sukhumvit 101,19000,28,1-10,2023-09-24 12:01:00
Noble Reform,20000,32,11-20,2023-09-24 12:01:00
CELES Asoke,33000,34.7,11-20,2023-09-24 12:01:00
The Origin Ram 209 Interchange,9500,25.7,21-30,2023-09-24 12:01:00
Saranjai Mansion,35000,78.5,11-20,2023-09-24 12:01:00
The Parkland Srinakarin Lakeside,8500,36,11-20,2023-09-24 12:01:00
Artemis Sukhumvit 77,13000,30,11-20,2023-09-24 12:01:00
Rhythm Sukhumvit 44/1,43000,60,21-30,2023-09-24 12:01:00
Vista Garden,20000,49,1-10,2023-09-24 12:01:00
Life Sukhumvit 48,17000,30,11-20,2023-09-24 12:01:00
Maestro 19 Ratchada 19 - Vipha,17000,29.7,1-10,2023-09-24 12:01:00
The Base Sukhumvit 50,15000,33,1-10,2023-09-24 12:01:00
Lumpini Suite Phetchaburi - Makkasan,15000,32,11-20,2023-09-24 12:01:00
HQ Thonglor,43000,42,31-40,2023-09-24 12:01:00
Edge Sukhumvit 23,27000,30,11-20,2023-09-24 12:01:00
Noble Ploenchit,45000,57,1-10,2023-09-24 12:01:00
Silom Suite,16500,37,21-30,2023-09-24 12:01:00
Rhythm Sukhumvit 44/1,30000,45,11-20,2023-09-24 12:01:00
Ratchada City 18,9000,37,1-10,2023-09-24 12:01:00
THE LINE Sukhumvit 101,23000,33.3,21-30,2023-09-24 12:01:00
THE PRIVACY S101,60000,80,1-10,2023-09-24 12:01:00
Equinox,36000,63,21-30,2023-09-24 12:01:00
A Space ID Asoke - Ratchada,17000,33,11-20,2023-09-24 12:01:00
Metro Luxe Rose Gold Phahol - Sutthisan,20000,56.9,1-10,2023-09-24 12:01:00
The Lofts Silom,32000,46,11-20,2023-09-24 12:01:00
Wish Signature  Midtown Siam,20000,27,11-20,2023-09-24 12:01:00
Lumpini Park Riverside Rama 3,26000,64.2,31-40,2023-09-24 12:01:00
Rhythm Sukhumvit 50,23500,45,11-20,2023-09-24 12:01:00
MODE Sukhumvit 61,40000,56,1-10,2023-09-24 12:01:00
The Parkland Ratchada - Wongsawang,16000,50.5,21-30,2023-09-24 12:01:00
Life @ Ratchada - Huay Kwang,16000,42,11-20,2023-09-24 12:01:00
The Room Sathorn - TanonPun,33000,46.8,11-20,2023-09-24 12:01:00
Regent Home Sukhumvit 81,10000,28,1-10,2023-09-24 12:01:00
Noble Remix,19000,44.5,1-10,2023-09-24 12:01:00
Life @ Sukhumvit 65,28000,60,1-10,2023-09-24 12:01:00
PARK ORIGIN THONGLOR,60000,45,41-50,2023-09-24 12:01:00
OKA HAUS Sukhumvit 36,23000,35,41-50,2023-09-24 12:01:00
Vtara Sukhumvit 36,25000,47,1-10,2023-09-24 12:01:00
Elio Sathorn - Wutthakat,42500,32,21-30,2023-09-24 12:01:00
The Teak Sukhumvit 39,20000,31,1-10,2023-09-24 12:01:00
Life Ladprao,17000,29,11-20,2023-09-24 12:01:00
IDEO Morph 38,32000,33,1-10,2023-09-24 12:01:00
I-House Laguna Garden,8900,26,1-10,2023-09-24 12:01:00
Metro Luxe Rose Gold Phahol - Sutthisan,21000,53,1-10,2023-09-24 12:01:00
Blocs 77,30000,70,11-20,2023-09-24 12:01:00
Beatniq Sukhumvit 32,160000,107,11-20,2023-09-24 12:01:00
Beatniq Sukhumvit 32,62000,59,1-10,2023-09-24 12:01:00
Knightsbridge Phaholyothin Interchange,26000,30,11-20,2023-09-24 12:01:00
Urbana Sathorn,35000,70,21-30,2023-09-24 12:01:00
Taka Haus Ekkamai,28000,45,1-10,2023-09-24 12:01:00
Bangkok Horizon Ramkhamhaeng,8000,30,21-30,2023-09-24 12:01:00
Supalai Veranda Ramkhamhaeng,11000,30,1-10,2023-09-24 12:01:00
The Address Asoke,45000,65,31-40,2023-09-24 12:01:00
Park Village Onnut - Suvarnabhumi,10000,32,1-10,2023-09-24 12:01:00
Life Asoke Hype,17000,26.5,11-20,2023-09-24 12:01:00
The Parkland Grand Asoke-Phetchaburi,28000,53,11-20,2023-09-24 12:01:00
Elio Del Nest,13500,34.5,21-30,2023-09-24 12:01:00
IDEO O2,28000,53,31-40,2023-09-24 12:01:00
28 Chidlom,55000,46.7,11-20,2023-09-24 12:01:00
Lumpini Place Bangna Km.3,8500,26,1-10,2023-09-24 12:01:00
Nusasiri Grand,45000,80,11-20,2023-09-24 12:01:00
Life One Wireless,20000,28,11-20,2023-09-24 12:01:00
The Room Sukhumvit 38,32000,45,11-20,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,20000,26,21-30,2023-09-24 12:01:00
Metro Sky Sathorn - Wutthakat,13000,35,11-20,2023-09-24 12:01:00
Noble Revent,20000,52,11-20,2023-09-24 12:01:00
Metro Sky Sathorn - Wutthakat,13000,34.2,11-20,2023-09-24 12:01:00
Niche Pride Thonglor-Phetchaburi,17000,31.3,21-30,2023-09-24 12:01:00
Life One Wireless,27000,35,21-30,2023-09-24 12:01:00
Knightsbridge Prime Sathorn,25000,31,11-20,2023-09-24 12:01:00
U Delight Residence  Pattanakarn - Thonglor,14900,37,1-10,2023-09-24 12:01:00
Centric Ratchayothin,25000,38,1-10,2023-09-24 12:01:00
Q Prasarnmit,43000,73,1-10,2023-09-24 12:01:00
Chewathai Residence Asoke,23000,40,1-10,2023-09-24 12:01:00
Bangkok Feliz Vibhavadi 30,12000,28,1-10,2023-09-24 12:01:00
Supalai Park Srinakarin,7500,27,1-10,2023-09-24 12:01:00
Elio Del Moss Phaholyothin 34,15500,34.9,1-10,2023-09-24 12:01:00
Aspire Sukhumvit - Onnut,15000,36,1-10,2023-09-24 12:01:00
Rhythm Rangnam,25000,35,21-30,2023-09-24 12:01:00
IDEO O2,22000,46.5,21-30,2023-09-24 12:01:00
IDEO Mobi Wongsawang Interchange,11000,23,21-30,2023-09-24 12:01:00
Life One Wireless,19000,29,11-20,2023-09-24 12:01:00
Ashton Asoke - Rama 9,43000,43,21-30,2023-09-24 12:01:00
NOBLE STATE 39,29000,29.8,21-30,2023-09-24 12:01:00
A Space ID Asoke - Ratchada,16500,34,21-30,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,36000,58,21-30,2023-09-24 12:01:00
Taka Haus Ekkamai,20000,37.4,1-10,2023-09-24 12:01:00
Ashton Morph 38,49000,70.4,21-30,2023-09-24 12:01:00
THE LINE Jatujak - Mochit,31000,61,21-30,2023-09-24 12:01:00
PARK ORIGIN CHULA - SAMYAN,29000,35,11-20,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,21000,30,21-30,2023-09-24 12:01:00
Emerald Residence Ratchada,18000,52,1-10,2023-09-24 12:01:00
28 Chidlom,48000,44,21-30,2023-09-24 12:01:00
Siri at Sukhumvit,25000,52,21-30,2023-09-24 12:01:00
Q Prasarnmit,45000,73,1-10,2023-09-24 12:01:00
Nye by Sansiri,18000,37,21-30,2023-09-24 12:01:00
Supalai Cute Ratchayothin - Phaholyothin 34,13000,33.5,1-10,2023-09-24 12:01:00
Noble Remix,30000,48,1-10,2023-09-24 12:01:00
IDEO Q Chula - Samyan,24000,34.5,21-30,2023-09-24 12:01:00
The XXXIX by Sansiri,53000,59,11-20,2023-09-24 12:01:00
Centric Scene Aree 2,30000,58,1-10,2023-09-24 12:01:00
UNiO Sukhumvit 72,7500,22.5,1-10,2023-09-24 12:01:00
Supalai Premier Charoen Nakhon,15000,34,1-10,2023-09-24 12:01:00
Bliz Condominium Rama 9 - Hua Mak,8000,30,1-10,2023-09-24 12:01:00
Supalai Place Sukhumvit 39,20000,49,21-30,2023-09-24 12:01:00
Chewathai Residence Asoke,22000,30,21-30,2023-09-24 12:01:00
Le Luk,18000,40,11-20,2023-09-24 12:01:00
IDEO Q Phayathai,40000,70,31-40,2023-09-24 12:01:00
The Base Park East Sukhumvit 77,15500,30.5,21-30,2023-09-24 12:01:00
SCOPE PROMSRI,30000,30,1-10,2023-09-24 12:01:00
Supalai Veranda Phasi Charoen Station,14000,42.5,11-20,2023-09-24 12:01:00
Le Nice Ekamai,35000,70,1-10,2023-09-24 12:01:00
Villa Rachatewi,35000,67,1-10,2023-09-24 12:01:00
Rich Park @ Triple Station,15000,30,31-40,2023-09-24 12:01:00
KAWA HAUS,50000,51.8,1-10,2023-09-24 12:01:00
The Saint Residences,16000,30.8,31-40,2023-09-24 12:01:00
Ratchada Orchid,23000,70,11-20,2023-09-24 12:01:00
PARK ORIGIN PHROM PHONG,20000,29,11-20,2023-09-24 12:01:00
Noble Remix,30000,54.1,1-10,2023-09-24 12:01:00
